id,지점,상표,주소
38fecd15-7655-4184-8907-d1634b2c75ee,엔제리너스 커피9호점,니어앤디어,대구달서구
38fecd15-7655-4184-8907-d1634b2c75ee,컴포즈커피5호점,커피에반하다,광주북구
38fecd15-7655-4184-8907-d1634b2c75ee,런던베이글뮤지엄6호점,사과당,대구서구
38fecd15-7655-4184-8907-d1634b2c75ee,더치앤빈9호점,커피리브레,서울성동구
38fecd15-7655-4184-8907-d1634b2c75ee,발도스커피8호점,메가MGC커피,서울양천구
38fecd15-7655-4184-8907-d1634b2c75ee,더카페5호점,우주라이크커피,광주서구
38fecd15-7655-4184-8907-d1634b2c75ee,토프레소6호점,커피스트릿,광주동구
38fecd15-7655-4184-8907-d1634b2c75ee,와이블랙1호점,우지커피,인천남동구
38fecd15-7655-4184-8907-d1634b2c75ee,우주라이크커피4호점,아마스빈,대구달성군
38fecd15-7655-4184-8907-d1634b2c75ee,만랩커피5호점,디저트39,대전유성구
38fecd15-7655-4184-8907-d1634b2c75ee,토프레소10호점,우주라이크커피,대구서구
38fecd15-7655-4184-8907-d1634b2c75ee,슈퍼커피5호점,뉴욕보틀,대전서구
38fecd15-7655-4184-8907-d1634b2c75ee,날쌘카페5호점,어오케이커피,광주서구
38fecd15-7655-4184-8907-d1634b2c75ee,폴 바셋6호점,카페게이트,대전서구
38fecd15-7655-4184-8907-d1634b2c75ee,핸즈커피9호점,가배두림,서울서초구
38fecd15-7655-4184-8907-d1634b2c75ee,에이바우트커피3호점,더벤티,부산기장군
38fecd15-7655-4184-8907-d1634b2c75ee,곰브라더스9호점,떼루와,부산남구
38fecd15-7655-4184-8907-d1634b2c75ee,백억커피9호점,카페진리,울산남구
38fecd15-7655-4184-8907-d1634b2c75ee,카페드로잉1호점,마노핀,인천검단구
38fecd15-7655-4184-8907-d1634b2c75ee,빽다방6호점,아티제,인천연수구
38fecd15-7655-4184-8907-d1634b2c75ee,팬도로시9호점,슈퍼커피,부산북구
38fecd15-7655-4184-8907-d1634b2c75ee,노스커피8호점,슈퍼커피,서울은평구
38fecd15-7655-4184-8907-d1634b2c75ee,카페마마스9호점,벌크커피,서울영등포구
38fecd15-7655-4184-8907-d1634b2c75ee,카페마마스9호점,폴 바셋,광주광산구
38fecd15-7655-4184-8907-d1634b2c75ee,아마스빈7호점,타이거슈가,부산강서구
38fecd15-7655-4184-8907-d1634b2c75ee,카페 띠아모1호점,커피빈 코리아,대전동구
38fecd15-7655-4184-8907-d1634b2c75ee,에이바우트커피1호점,커피명가,서울용산구
38fecd15-7655-4184-8907-d1634b2c75ee,에이바우트커피1호점,하삼동커피,인천검단구
38fecd15-7655-4184-8907-d1634b2c75ee,달리는커피10호점,디저트39,대구수성구
38fecd15-7655-4184-8907-d1634b2c75ee,카페코지9호점,라떼킹,대구수성구
38fecd15-7655-4184-8907-d1634b2c75ee,가배두림7호점,카페 띠아모,광주동구
38fecd15-7655-4184-8907-d1634b2c75ee,카페05110호점,전광수 커피 하우스,대전중구
38fecd15-7655-4184-8907-d1634b2c75ee,하이오커피9호점,커피볶는시골커피,대전서구
38fecd15-7655-4184-8907-d1634b2c75ee,케냐 에스프레소8호점,랑데자뷰,서울중랑구
38fecd15-7655-4184-8907-d1634b2c75ee,카페일분1호점,매머드커피,대구중구
38fecd15-7655-4184-8907-d1634b2c75ee,라떼킹9호점,1ll,서울마포구
38fecd15-7655-4184-8907-d1634b2c75ee,어벤더치커피3호점,우주라이크커피,서울관악구
38fecd15-7655-4184-8907-d1634b2c75ee,쓰리엑스라지커피3호점,우지커피,대구군위군
38fecd15-7655-4184-8907-d1634b2c75ee,테라커피7호점,카페 엘가,광주서구
38fecd15-7655-4184-8907-d1634b2c75ee,아이캔커피6호점,달콤커피,대구달성군
38fecd15-7655-4184-8907-d1634b2c75ee,헬로 키티 카페4호점,매머드커피,광주남구
38fecd15-7655-4184-8907-d1634b2c75ee,제로카페9호점,그리다꿈,대전유성구
38fecd15-7655-4184-8907-d1634b2c75ee,우주라이크커피2호점,카페드로잉,부산동구
38fecd15-7655-4184-8907-d1634b2c75ee,시그니처16호점,카페 루앤비,부산연제구
38fecd15-7655-4184-8907-d1634b2c75ee,1ll2호점,비엔나커피하우스,울산중구
38fecd15-7655-4184-8907-d1634b2c75ee,만랩커피6호점,가배두림,부산영도구
38fecd15-7655-4184-8907-d1634b2c75ee,요거프레소8호점,복고다방,서울용산구
38fecd15-7655-4184-8907-d1634b2c75ee,포트캔커피1호점,카페 드롭탑,광주서구
38fecd15-7655-4184-8907-d1634b2c75ee,달콤커피4호점,다빈치 커피,부산남구
38fecd15-7655-4184-8907-d1634b2c75ee,가배두림1호점,와플반트,인천검단구
38fecd15-7655-4184-8907-d1634b2c75ee,바리스텔라8호점,랑데자뷰,대전유성구
38fecd15-7655-4184-8907-d1634b2c75ee,벤티프레소2호점,카페게이트,대구북구
38fecd15-7655-4184-8907-d1634b2c75ee,구스토8호점,카페자스,부산사하구
38fecd15-7655-4184-8907-d1634b2c75ee,제로카페1호점,벌크커피,울산북구
38fecd15-7655-4184-8907-d1634b2c75ee,라떼킹3호점,우지커피,광주남구
38fecd15-7655-4184-8907-d1634b2c75ee,탐앤탐스2호점,카페일분,울산중구
38fecd15-7655-4184-8907-d1634b2c75ee,곰브라더스9호점,카페미뇽,인천계양구
38fecd15-7655-4184-8907-d1634b2c75ee,더벤티2호점,라떼떼커피,서울송파구
38fecd15-7655-4184-8907-d1634b2c75ee,이디야2호점,주커피,서울동작구
38fecd15-7655-4184-8907-d1634b2c75ee,Mr.Breeze2호점,카페인중독,대구수성구
38fecd15-7655-4184-8907-d1634b2c75ee,커피마마7호점,날쌘카페,대전중구
38fecd15-7655-4184-8907-d1634b2c75ee,카페희다9호점,카페 띠아모,서울동작구
38fecd15-7655-4184-8907-d1634b2c75ee,라떼떼커피3호점,해쉬커피,인천미추홀구
38fecd15-7655-4184-8907-d1634b2c75ee,니어앤디어3호점,빽다방,광주서구
38fecd15-7655-4184-8907-d1634b2c75ee,카페 스토리웨이1호점,커피리브레,대전동구
38fecd15-7655-4184-8907-d1634b2c75ee,빈스빈스6호점,폴 바셋,울산동구
38fecd15-7655-4184-8907-d1634b2c75ee,곰브라더스7호점,카페 루앤비,대구동구
38fecd15-7655-4184-8907-d1634b2c75ee,래드애플5호점,카페 드롭탑,울산남구
38fecd15-7655-4184-8907-d1634b2c75ee,카페희다10호점,망티커피,울산동구
38fecd15-7655-4184-8907-d1634b2c75ee,해리스카페9호점,테라커피,대구군위군
38fecd15-7655-4184-8907-d1634b2c75ee,아마스빈6호점,서울앵무새,대구동구
38fecd15-7655-4184-8907-d1634b2c75ee,나인블럭8호점,와플반트,울산남구
38fecd15-7655-4184-8907-d1634b2c75ee,1000cc커피6호점,가배두림,부산서구
38fecd15-7655-4184-8907-d1634b2c75ee,디저트3910호점,카페베네,광주남구
38fecd15-7655-4184-8907-d1634b2c75ee,마시그레이4호점,커피스트릿,부산동구
38fecd15-7655-4184-8907-d1634b2c75ee,탐앤탐스6호점,슈퍼커피,광주서구
38fecd15-7655-4184-8907-d1634b2c75ee,우지커피9호점,티타임,인천미추홀구
38fecd15-7655-4184-8907-d1634b2c75ee,커피리브레5호점,토프레소,인천남동구
38fecd15-7655-4184-8907-d1634b2c75ee,테라커피7호점,커맨드커피,울산울주군
38fecd15-7655-4184-8907-d1634b2c75ee,슈퍼커피2호점,에이바우트커피,대구달성군
38fecd15-7655-4184-8907-d1634b2c75ee,케냐 에스프레소6호점,메가MGC커피,인천계양구
38fecd15-7655-4184-8907-d1634b2c75ee,그리다꿈5호점,팬도로시,서울성동구
38fecd15-7655-4184-8907-d1634b2c75ee,커피앤번8호점,커피빈 코리아,인천연수구
38fecd15-7655-4184-8907-d1634b2c75ee,두낫디스터브1호점,시그니처1,부산중구
38fecd15-7655-4184-8907-d1634b2c75ee,토프레소10호점,힘이나는 커피생활,울산남구
38fecd15-7655-4184-8907-d1634b2c75ee,디초콜릿커피앤드6호점,카페베네,대구동구
38fecd15-7655-4184-8907-d1634b2c75ee,쏘커피5호점,와드커피,대구수성구
38fecd15-7655-4184-8907-d1634b2c75ee,할리스8호점,마시그레이,대전서구
38fecd15-7655-4184-8907-d1634b2c75ee,슬립리스 인 시애틀10호점,탐앤탐스,광주남구
38fecd15-7655-4184-8907-d1634b2c75ee,카페 드롭탑4호점,하이오커피,대전중구
38fecd15-7655-4184-8907-d1634b2c75ee,그리다꿈10호점,핸즈커피,대구수성구
38fecd15-7655-4184-8907-d1634b2c75ee,래드애플4호점,프렌치 커피,대구동구
38fecd15-7655-4184-8907-d1634b2c75ee,서울앵무새10호점,카페051,서울금천구
38fecd15-7655-4184-8907-d1634b2c75ee,엔제리너스 커피1호점,캔다방,부산중구
38fecd15-7655-4184-8907-d1634b2c75ee,쮸커커피3호점,할리스,서울중랑구
38fecd15-7655-4184-8907-d1634b2c75ee,매머드커피6호점,뜰커피,부산서구
38fecd15-7655-4184-8907-d1634b2c75ee,카페봄봄7호점,이디야,대전유성구
38fecd15-7655-4184-8907-d1634b2c75ee,공차5호점,나인블럭,울산중구
38fecd15-7655-4184-8907-d1634b2c75ee,크레이저커피9호점,발도스커피,대구달서구
38fecd15-7655-4184-8907-d1634b2c75ee,나인블럭1호점,스퀘어가든,대구북구
38fecd15-7655-4184-8907-d1634b2c75ee,뉴욕보틀8호점,어오케이커피,대전서구
38fecd15-7655-4184-8907-d1634b2c75ee,카페디아떼4호점,터치카페,부산사하구
38fecd15-7655-4184-8907-d1634b2c75ee,읍천리38210호점,바리스텔라,광주동구
38fecd15-7655-4184-8907-d1634b2c75ee,발도스커피5호점,카페천국,인천재물포구
38fecd15-7655-4184-8907-d1634b2c75ee,카페봄봄4호점,그라찌에,부산남구
38fecd15-7655-4184-8907-d1634b2c75ee,하바나익스프레스8호점,토프레소,서울구로구
38fecd15-7655-4184-8907-d1634b2c75ee,커피베이5호점,커피앤번,인천재물포구
38fecd15-7655-4184-8907-d1634b2c75ee,헬로 키티 카페1호점,카페 네스카페,부산서구
38fecd15-7655-4184-8907-d1634b2c75ee,크로플각5호점,카페 드롭탑,광주서구
38fecd15-7655-4184-8907-d1634b2c75ee,베러먼데이커피5호점,주커피,인천미추홀구
38fecd15-7655-4184-8907-d1634b2c75ee,엔제리너스 커피1호점,카페일분,대구달성군
38fecd15-7655-4184-8907-d1634b2c75ee,비엔나커피하우스6호점,셀렉토커피,울산중구
38fecd15-7655-4184-8907-d1634b2c75ee,마시그레이9호점,달리는커피,대구남구
38fecd15-7655-4184-8907-d1634b2c75ee,커피명가4호점,카페자스,서울동작구
38fecd15-7655-4184-8907-d1634b2c75ee,이디야4호점,크레이저커피,광주서구
38fecd15-7655-4184-8907-d1634b2c75ee,탐앤탐스10호점,해리스카페,부산동구
38fecd15-7655-4184-8907-d1634b2c75ee,카페 루앤비5호점,커스텀커피,대전중구
38fecd15-7655-4184-8907-d1634b2c75ee,커피베이8호점,카페천국,울산울주군
38fecd15-7655-4184-8907-d1634b2c75ee,헬로 키티 카페7호점,백억커피,서울강남구
38fecd15-7655-4184-8907-d1634b2c75ee,커피와 사람들9호점,바리스텔라,광주남구
38fecd15-7655-4184-8907-d1634b2c75ee,달콤커피10호점,달리는커피,서울광진구
38fecd15-7655-4184-8907-d1634b2c75ee,디저트3910호점,와이블랙,부산금정구
38fecd15-7655-4184-8907-d1634b2c75ee,비엔나커피하우스1호점,투썸플레이스,대구달성군
38fecd15-7655-4184-8907-d1634b2c75ee,쿠카쿠6호점,컴포즈커피,부산중구
38fecd15-7655-4184-8907-d1634b2c75ee,토프레소9호점,카페진리,광주북구
38fecd15-7655-4184-8907-d1634b2c75ee,아이캔커피1호점,바나프레소,서울관악구
38fecd15-7655-4184-8907-d1634b2c75ee,폴 바셋4호점,잠바주스,서울마포구
38fecd15-7655-4184-8907-d1634b2c75ee,카페인중독10호점,세라젬웰카페,광주동구
38fecd15-7655-4184-8907-d1634b2c75ee,카페인중독6호점,자스민커피,부산동구
38fecd15-7655-4184-8907-d1634b2c75ee,쏘커피8호점,쮸커커피,대전대덕구
38fecd15-7655-4184-8907-d1634b2c75ee,카페 에스파니1호점,빽다방,인천부평구
38fecd15-7655-4184-8907-d1634b2c75ee,카페 드롭탑1호점,커핀그루나루,부산금정구
38fecd15-7655-4184-8907-d1634b2c75ee,제로카페5호점,카페희다,대구남구
38fecd15-7655-4184-8907-d1634b2c75ee,이디야4호점,감성커피,대구수성구
38fecd15-7655-4184-8907-d1634b2c75ee,와이블랙4호점,더벤티,대구달성군
38fecd15-7655-4184-8907-d1634b2c75ee,아티제2호점,빈스앤베리즈,대전유성구
38fecd15-7655-4184-8907-d1634b2c75ee,할리스1호점,우주라이크커피,대구수성구
38fecd15-7655-4184-8907-d1634b2c75ee,블루샥커피9호점,1000cc커피,대전대덕구
38fecd15-7655-4184-8907-d1634b2c75ee,CNN Cafe9호점,망티커피,광주서구
38fecd15-7655-4184-8907-d1634b2c75ee,쮸커커피1호점,핸즈업,서울용산구
38fecd15-7655-4184-8907-d1634b2c75ee,카페0513호점,해리스카페,부산부산진구
38fecd15-7655-4184-8907-d1634b2c75ee,카페 네스카페6호점,와이블랙,서울중랑구
38fecd15-7655-4184-8907-d1634b2c75ee,스퀘어가든5호점,백억커피,대구달성군
38fecd15-7655-4184-8907-d1634b2c75ee,핸즈업7호점,우주라이크커피,울산동구
38fecd15-7655-4184-8907-d1634b2c75ee,일리카페9호점,카페 드롭탑,서울성동구
38fecd15-7655-4184-8907-d1634b2c75ee,어오케이커피9호점,비엔나커피하우스,부산금정구
38fecd15-7655-4184-8907-d1634b2c75ee,코페아커피5호점,탐앤탐스,울산중구
38fecd15-7655-4184-8907-d1634b2c75ee,하이오커피3호점,커피에반하다,부산연제구
38fecd15-7655-4184-8907-d1634b2c75ee,할리스3호점,스퀘어가든,서울성북구
38fecd15-7655-4184-8907-d1634b2c75ee,카페일리터3호점,파란만잔,서울노원구
38fecd15-7655-4184-8907-d1634b2c75ee,커피스트릿1호점,커피볶는시골커피,부산해운대구
38fecd15-7655-4184-8907-d1634b2c75ee,카페 스토리웨이3호점,카페코지,대전중구
38fecd15-7655-4184-8907-d1634b2c75ee,커피마마4호점,투썸플레이스,울산동구
38fecd15-7655-4184-8907-d1634b2c75ee,커핀그루나루2호점,아틀리에 빈,인천영종구
38fecd15-7655-4184-8907-d1634b2c75ee,베니샤프8호점,오가다,인천연수구
38fecd15-7655-4184-8907-d1634b2c75ee,커피리브레10호점,하삼동커피,서울중랑구
38fecd15-7655-4184-8907-d1634b2c75ee,슬립리스 인 시애틀8호점,봉명동내커피,대전동구
38fecd15-7655-4184-8907-d1634b2c75ee,잠바주스2호점,주커피,부산남구
38fecd15-7655-4184-8907-d1634b2c75ee,해쉬커피3호점,커핀그루나루,서울종로구
38fecd15-7655-4184-8907-d1634b2c75ee,바리스텔라6호점,컴포즈커피,서울양천구
38fecd15-7655-4184-8907-d1634b2c75ee,카페 에스파니5호점,공차,대구달서구
38fecd15-7655-4184-8907-d1634b2c75ee,빈스빈스7호점,그라찌에,대구서구
38fecd15-7655-4184-8907-d1634b2c75ee,아마스빈4호점,와드커피,인천계양구
38fecd15-7655-4184-8907-d1634b2c75ee,카페 스토리웨이6호점,카페 드롭탑,광주북구
38fecd15-7655-4184-8907-d1634b2c75ee,아틀리에 빈8호점,할리스,대구중구
38fecd15-7655-4184-8907-d1634b2c75ee,더착한커피10호점,카페진리,부산북구
38fecd15-7655-4184-8907-d1634b2c75ee,테라로사 커피8호점,커피와 사람들,광주광산구
38fecd15-7655-4184-8907-d1634b2c75ee,카페코지7호점,반달커피,인천남동구
38fecd15-7655-4184-8907-d1634b2c75ee,우주라이크커피7호점,프렌치 커피,인천영종구
38fecd15-7655-4184-8907-d1634b2c75ee,바나프레소3호점,커피볶는시골커피,울산중구
38fecd15-7655-4184-8907-d1634b2c75ee,제로카페7호점,카페일분,인천재물포구
38fecd15-7655-4184-8907-d1634b2c75ee,아틀리에 빈1호점,발도스커피,부산북구
38fecd15-7655-4184-8907-d1634b2c75ee,라떼떼커피3호점,커피마마,광주남구
38fecd15-7655-4184-8907-d1634b2c75ee,블루샥커피9호점,봉명동내커피,대구달서구
38fecd15-7655-4184-8907-d1634b2c75ee,인카페5호점,커피앤번,인천미추홀구
38fecd15-7655-4184-8907-d1634b2c75ee,에이바우트커피5호점,슈퍼커피,광주남구
38fecd15-7655-4184-8907-d1634b2c75ee,이디야7호점,세라젬웰카페,대구북구
38fecd15-7655-4184-8907-d1634b2c75ee,와이블랙7호점,카페자스,대전대덕구
38fecd15-7655-4184-8907-d1634b2c75ee,랑데자뷰3호점,CNN Cafe,대전대덕구
38fecd15-7655-4184-8907-d1634b2c75ee,1000cc커피3호점,카페 루앤비,울산울주군
38fecd15-7655-4184-8907-d1634b2c75ee,아티제9호점,힘이나는 커피생활,서울동대문구
38fecd15-7655-4184-8907-d1634b2c75ee,탐앤탐스2호점,더벤티,대전동구
38fecd15-7655-4184-8907-d1634b2c75ee,봉명동내커피6호점,커스텀커피,인천미추홀구
38fecd15-7655-4184-8907-d1634b2c75ee,팬도로시9호점,인카페,서울은평구
38fecd15-7655-4184-8907-d1634b2c75ee,가배두림10호점,타이거슈가,부산서구
38fecd15-7655-4184-8907-d1634b2c75ee,망티커피1호점,투썸플레이스,대전동구
38fecd15-7655-4184-8907-d1634b2c75ee,킹프레소4호점,카페미뇽,울산남구
38fecd15-7655-4184-8907-d1634b2c75ee,커피온리9호점,카페 아모제,울산동구
38fecd15-7655-4184-8907-d1634b2c75ee,카페진리7호점,하바나익스프레스,대구달서구
38fecd15-7655-4184-8907-d1634b2c75ee,인카페5호점,세라젬웰카페,광주동구
38fecd15-7655-4184-8907-d1634b2c75ee,투썸플레이스5호점,크로플각,대전대덕구
38fecd15-7655-4184-8907-d1634b2c75ee,카페진리6호점,인카페,대전동구
38fecd15-7655-4184-8907-d1634b2c75ee,폴 바셋10호점,메가MGC커피,대구동구
38fecd15-7655-4184-8907-d1634b2c75ee,폴 바셋8호점,테라로사 커피,부산북구
38fecd15-7655-4184-8907-d1634b2c75ee,발도스커피7호점,콩꼬물,인천영종구
38fecd15-7655-4184-8907-d1634b2c75ee,매머드커피9호점,그라찌에,인천검단구
38fecd15-7655-4184-8907-d1634b2c75ee,래드애플8호점,카페드로잉,울산남구
38fecd15-7655-4184-8907-d1634b2c75ee,그리다꿈6호점,일리카페,인천영종구
38fecd15-7655-4184-8907-d1634b2c75ee,쏘커피2호점,오가다,대구남구
38fecd15-7655-4184-8907-d1634b2c75ee,쿠카쿠3호점,커맨드커피,부산해운대구
38fecd15-7655-4184-8907-d1634b2c75ee,테라커피1호점,1000cc커피,대전대덕구
38fecd15-7655-4184-8907-d1634b2c75ee,뜰커피6호점,인카페,서울구로구
38fecd15-7655-4184-8907-d1634b2c75ee,79파운야드4호점,할리스,대전서구
38fecd15-7655-4184-8907-d1634b2c75ee,카페미뇽8호점,커피니,광주북구
38fecd15-7655-4184-8907-d1634b2c75ee,니어앤디어3호점,까치화방,대구동구
38fecd15-7655-4184-8907-d1634b2c75ee,잠바주스10호점,컴포즈커피,울산북구
38fecd15-7655-4184-8907-d1634b2c75ee,압구정 볶는 커피1호점,카페 엘가,부산남구
38fecd15-7655-4184-8907-d1634b2c75ee,만랩커피7호점,두낫디스터브,인천미추홀구
38fecd15-7655-4184-8907-d1634b2c75ee,바빈스커피6호점,꿀스커피,부산동구
38fecd15-7655-4184-8907-d1634b2c75ee,힘이나는 커피생활5호점,카페진리,광주동구
38fecd15-7655-4184-8907-d1634b2c75ee,테라로사 커피5호점,카페일리터,부산사하구
38fecd15-7655-4184-8907-d1634b2c75ee,그리다꿈3호점,두낫디스터브,울산남구
38fecd15-7655-4184-8907-d1634b2c75ee,쿠카쿠5호점,백억커피,인천부평구
38fecd15-7655-4184-8907-d1634b2c75ee,컴포즈커피8호점,어벤더치커피,대구서구
38fecd15-7655-4184-8907-d1634b2c75ee,커피에반하다7호점,날쌘카페,인천재물포구
38fecd15-7655-4184-8907-d1634b2c75ee,벤티프레소3호점,복고다방,부산서구
38fecd15-7655-4184-8907-d1634b2c75ee,슈퍼커피2호점,디초콜릿커피앤드,대전유성구
38fecd15-7655-4184-8907-d1634b2c75ee,콩꼬물4호점,하이오커피,대전유성구
38fecd15-7655-4184-8907-d1634b2c75ee,가배두림10호점,전광수 커피 하우스,인천계양구
38fecd15-7655-4184-8907-d1634b2c75ee,카페자스8호점,요거프레소,대전동구
38fecd15-7655-4184-8907-d1634b2c75ee,벌크커피5호점,토프레소,대전유성구
38fecd15-7655-4184-8907-d1634b2c75ee,커피베이7호점,커피앤번,대전대덕구
38fecd15-7655-4184-8907-d1634b2c75ee,커피스트릿8호점,카페 아모제,대전대덕구
38fecd15-7655-4184-8907-d1634b2c75ee,CNN Cafe4호점,떼루와,인천검단구
38fecd15-7655-4184-8907-d1634b2c75ee,요거프레소2호점,카페드로잉,대전동구
38fecd15-7655-4184-8907-d1634b2c75ee,커피온리6호점,카페 띠아모,인천서해구
38fecd15-7655-4184-8907-d1634b2c75ee,킹프레소4호점,Mr.Breeze,광주동구
38fecd15-7655-4184-8907-d1634b2c75ee,폴 바셋2호점,뉴욕보틀,울산중구
38fecd15-7655-4184-8907-d1634b2c75ee,커피와 사람들6호점,슬립리스 인 시애틀,울산동구
38fecd15-7655-4184-8907-d1634b2c75ee,나인블럭7호점,파란만잔,서울성동구
38fecd15-7655-4184-8907-d1634b2c75ee,감성커피9호점,베니샤프,부산사하구
38fecd15-7655-4184-8907-d1634b2c75ee,컴포즈커피4호점,바나프레소,대전서구
38fecd15-7655-4184-8907-d1634b2c75ee,주커피10호점,자스민커피,대전동구
38fecd15-7655-4184-8907-d1634b2c75ee,가배두림2호점,해리스카페,대구달서구
38fecd15-7655-4184-8907-d1634b2c75ee,더착한커피9호점,매머드커피,대전대덕구
38fecd15-7655-4184-8907-d1634b2c75ee,와이블랙8호점,아틀리에 빈,대전서구
38fecd15-7655-4184-8907-d1634b2c75ee,카페희다4호점,청솔로9,인천연수구
38fecd15-7655-4184-8907-d1634b2c75ee,다빈치 커피4호점,코페아커피,대전중구
38fecd15-7655-4184-8907-d1634b2c75ee,스퀘어가든7호점,사과당,인천검단구
38fecd15-7655-4184-8907-d1634b2c75ee,까치화방9호점,에이바우트커피,울산남구
38fecd15-7655-4184-8907-d1634b2c75ee,비트박스8호점,카페 스토리웨이,울산남구
38fecd15-7655-4184-8907-d1634b2c75ee,빽다방3호점,우주라이크커피,광주광산구
38fecd15-7655-4184-8907-d1634b2c75ee,만랩커피5호점,케냐 에스프레소,인천미추홀구
38fecd15-7655-4184-8907-d1634b2c75ee,카페희다7호점,탐앤탐스,광주광산구
38fecd15-7655-4184-8907-d1634b2c75ee,디저트393호점,카페베네,울산동구
38fecd15-7655-4184-8907-d1634b2c75ee,커핀그루나루1호점,카페 스토리웨이,대전유성구
38fecd15-7655-4184-8907-d1634b2c75ee,COABOT9호점,뜰커피,대구달서구
38fecd15-7655-4184-8907-d1634b2c75ee,핸즈커피6호점,커피명가,대전동구
38fecd15-7655-4184-8907-d1634b2c75ee,아티제7호점,벌크커피,대구달서구
38fecd15-7655-4184-8907-d1634b2c75ee,카페자스7호점,슬립리스 인 시애틀,인천서해구
38fecd15-7655-4184-8907-d1634b2c75ee,하이오커피6호점,봉명동내커피,부산해운대구
38fecd15-7655-4184-8907-d1634b2c75ee,주커피3호점,엔제리너스 커피,대구달성군
38fecd15-7655-4184-8907-d1634b2c75ee,망티커피9호점,카페 엘가,서울관악구
